"activity_period","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","geo_region","geo_summary","landing_aircraft_type","landing_count","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","total_landed_weight"
"200511","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","816","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","38352000"
"200511","Turbo Prop","Embraer","ERJ","120","US","Domestic","Passenger","1815","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","46827000"
"200511","Wide Body","Boeing","747","200","US","Domestic","Freighter","1","Southern Air","9S","Southern Air","9S","630000"
"200511","Narrow Body","Boeing","737","800","US","Domestic","Passenger","33","Sun Country Airlines","SY","Sun Country Airlines","SY","4825500"
"200511","Narrow Body","Airbus","A320",,"Central America","International","Passenger","34","TACA","TA","TACA","TA","4834800"
"200511","Wide Body","Boeing","747","200B","US","Domestic","Freighter","5","Tradewinds Airlines","WI","Tradewinds Airlines","WI","3150000"
"200511","Narrow Body","Boeing","737","300","US","Domestic","Passenger","150","US Airways","US ","US Airways","US ","17110400"
"200511","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","143","US Airways","US ","US Airways","US ","19691600"
"200511","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","98","US Airways","US ","US Airways","US ","13929300"
"200511","Narrow Body","Airbus","A321",,"US","Domestic","Passenger","177","US Airways","US ","US Airways","US ","30355500"
"200511","Narrow Body","Boeing","737","500","US","Domestic","Passenger","28","United Airlines","UA","United Airlines","UA","3080000"
"200511","Narrow Body","Boeing","737","700","US","Domestic","Passenger","14","United Airlines","UA","United Airlines","UA","1792000"
"200511","Narrow Body","Boeing","737","800","US","Domestic","Passenger","211","United Airlines","UA","United Airlines","UA","30384000"
"200511","Narrow Body","Boeing","737","900","US","Domestic","Passenger","6","United Airlines","UA","United Airlines","UA","883800"
"200511","Narrow Body","Boeing","737",,"US","Domestic","Passenger","36","United Airlines","UA","United Airlines","UA","4104000"
"200511","Narrow Body","Boeing","757","200","US","Domestic","Passenger","57","United Airlines","UA","United Airlines","UA","11286000"
"200511","Narrow Body","Boeing","757","300","US","Domestic","Passenger","1","United Airlines","UA","United Airlines","UA","224000"
"200511","Wide Body","Boeing","767","200","US","Domestic","Passenger","1","United Airlines","UA","United Airlines","UA","300000"
"200511","Wide Body","Boeing","767","300","US","Domestic","Passenger","1","United Airlines","UA","United Airlines","UA","350000"
"200511","Narrow Body","Boeing","737","300","US","Domestic","Passenger","423","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","48222000"
"200511","Narrow Body","Boeing","737","322","Canada","International","Passenger","120","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","13680000"
"200511","Narrow Body","Boeing","737","500","US","Domestic","Passenger","61","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","6710000"
"200511","Wide Body","Boeing","747","422","US","Domestic","Passenger","13","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","8190000"
"200511","Wide Body","Boeing","747","422","Asia","International","Passenger","150","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","94500000"
"200511","Wide Body","Boeing","747","422","Australia / Oceania","International","Passenger","30","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","18900000"
"200511","Wide Body","Boeing","747","422","Europe","International","Passenger","30","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","18900000"
"200511","Narrow Body","Boeing","757",,"US","Domestic","Passenger","1314","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","260172000"
"200511","Wide Body","Boeing","767","300","US","Domestic","Passenger","200","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","60000000"
"200511","Wide Body","Boeing","767","322","US","Domestic","Passenger","72","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","23040000"
"200511","Wide Body","Boeing","777","222","Asia","International","Passenger","61","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","28060000"
"200511","Wide Body","Boeing","777","222","Europe","International","Passenger","60","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","27600000"
"200511","Wide Body","Boeing","777","222B","US","Domestic","Passenger","38","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","17480000"
"200511","Wide Body","Boeing","777",,"US","Domestic","Passenger","97","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","43165000"
"200511","Narrow Body","Airbus","A319","131","US","Domestic","Passenger","637","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","87778600"
"200511","Narrow Body","Airbus","A320","232","US","Domestic","Passenger","754","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","107218800"
"200511","Narrow Body","Airbus","A320","232","Canada","International","Passenger","41","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","5830200"
"200511","Narrow Body","Airbus","A320","232","Mexico","International","Passenger","33","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","4692600"
"200511","Wide Body","Boeing","747","400","Europe","International","Passenger","30","Virgin Atlantic","VS","Virgin Atlantic","VS","18900000"
"200511","Narrow Body","Boeing","737","700","Canada","International","Passenger","17","WestJet Airlines","WS","WestJet Airlines","WS","2174130"
"200512","Wide Body","Boeing","767",,"US","Domestic","Freighter","41","ABX Air","GB","ABX Air","GB","11152000"
"200512","Narrow Body","McDonnell Douglas","DC-9","30","US","Domestic","Freighter","8","ABX Air","GB","ABX Air","GB","814000"
"200512","Narrow Body","Boeing","737","800","US","Domestic","Passenger","124","ATA Airlines","TZ","ATA Airlines","TZ","18141200"
"200512","Narrow Body","Boeing","757","200","US","Domestic","Passenger","17","ATA Airlines","TZ","ATA Airlines","TZ","3366000"
"200512","Narrow Body","Boeing","757","300","US","Domestic","Passenger","5","ATA Airlines","TZ","ATA Airlines","TZ","1120000"
"200512","Wide Body","Lockheed","L1011","200","US","Domestic","Passenger","3","ATA Airlines","TZ","ATA Airlines","TZ","1104000"
"200512","Narrow Body","Airbus","A319","114","Canada","International","Passenger","100","Air Canada","AC","Air Canada","AC","13450000"
"200512","Narrow Body","Airbus","A320","211","Canada","International","Passenger","87","Air Canada","AC","Air Canada","AC","12371400"
"200512","Narrow Body","Airbus","A320","214","Canada","International","Passenger","8","Air Canada","AC","Air Canada","AC","1137600"
"200512","Narrow Body","Airbus","A321","211","Canada","International","Passenger","5","Air Canada","AC","Air Canada","AC","857600"
"200512","Regional Jet","Bombardier","CRJ","700","Canada","International","Passenger","9","Air Canada Jazz","QK","Air Canada","AC","661500"
"200512","Wide Body","Boeing","747","400","Asia","International","Passenger","19","Air China","CA","Air China","CA","11970000"
"200512","Wide Body","Airbus","A340","300","Europe","International","Passenger","31","Air France","AF","Air France","AF","12985900"
"200512","Wide Body","Boeing","747","400","Australia / Oceania","International","Passenger","7","Air New Zealand","NZ","Air New Zealand","NZ","4410000"
"200512","Wide Body","Boeing","777","200","Australia / Oceania","International","Passenger","20","Air New Zealand","NZ","Air New Zealand","NZ","9400000"
"200512","Narrow Body","Boeing","737","700","US","Domestic","Passenger","62","AirTran Airways","FL","AirTran Airways","FL","7936000"
"200512","Narrow Body","Boeing","737","400","US","Domestic","Passenger","95","Alaska Airlines","AS","Alaska Airlines","AS","11495000"
"200512","Narrow Body","Boeing","737","400","Canada","International","Passenger","28","Alaska Airlines","AS","Alaska Airlines","AS","3388000"
"200512","Narrow Body","Boeing","737","400","Mexico","International","Passenger","83","Alaska Airlines","AS","Alaska Airlines","AS","10043000"
"200512","Narrow Body","Boeing","737","700","US","Domestic","Passenger","112","Alaska Airlines","AS","Alaska Airlines","AS","14470400"
"200512","Narrow Body","Boeing","737","700","Canada","International","Passenger","22","Alaska Airlines","AS","Alaska Airlines","AS","2842400"
"200512","Narrow Body","Boeing","737","700","Mexico","International","Passenger","11","Alaska Airlines","AS","Alaska Airlines","AS","1421200"
"200512","Narrow Body","Boeing","737","800","US","Domestic","Passenger","1","Alaska Airlines","AS","Alaska Airlines","AS","144000"
"200512","Narrow Body","Boeing","737","800","Mexico","International","Passenger","1","Alaska Airlines","AS","Alaska Airlines","AS","144000"
"200512","Narrow Body","Boeing","737","900","US","Domestic","Passenger","4","Alaska Airlines","AS","Alaska Airlines","AS","585200"
"200512","Narrow Body","Boeing","737","900","Mexico","International","Passenger","5","Alaska Airlines","AS","Alaska Airlines","AS","731500"
"200512","Narrow Body","McDonnell Douglas","MD-80","93","Mexico","International","Passenger","24","Alaska Airlines","AS","Alaska Airlines","AS","3120000"
"200512","Narrow Body","McDonnell Douglas","MD-80",,"US","Domestic","Passenger","180","Alaska Airlines","AS","Alaska Airlines","AS","23400000"
"200512","Narrow Body","McDonnell Douglas","MD-80",,"Canada","International","Passenger","36","Alaska Airlines","AS","Alaska Airlines","AS","4680000"
"200512","Wide Body","Boeing","777","200ER","Asia","International","Passenger","31","All Nippon Airways","NH","All Nippon Airways","NH","14260000"
"200512","Narrow Body","Boeing","757",,"US","Domestic","Passenger","181","American Airlines","AA","American Airlines","AA","35838000"
"200512","Wide Body","Boeing","767","300","US","Domestic","Passenger","149","American Airlines","AA","American Airlines","AA","46190000"
"200512","Wide Body","Boeing","767",,"US","Domestic","Passenger","91","American Airlines","AA","American Airlines","AA","24570000"
"200512","Narrow Body","McDonnell Douglas","MD-80","83","US","Domestic","Passenger","262","American Airlines","AA","American Airlines","AA","34060000"
"200512","Narrow Body","McDonnell Douglas","MD-80","SP","US","Domestic","Passenger","338","American Airlines","AA","American Airlines","AA","43940000"
"200512","Regional Jet","Embraer","ERJ","140","US","Domestic","Passenger","146","American Eagle Airlines","MQ","American Airlines","AA","6029800"
"200512","Wide Body","Boeing","747","400","Asia","International","Freighter","10","Asiana Airlines","OZ","Asiana Airlines","OZ","6660000"
"200512","Wide Body","Boeing","777","200ER","Asia","International","Passenger","18","Asiana Airlines","OZ","Asiana Airlines","OZ","8280000"
"200512","Wide Body","Airbus","A300",,"US","Domestic","Freighter","35","Astar Air Cargo","ER","Astar Air Cargo","ER","10339700"
"200512","Wide Body","McDonnell Douglas","DC-8","73","US","Domestic","Freighter","5","Astar Air Cargo","ER","Astar Air Cargo","ER","1375000"
"200512","Wide Body","Boeing","747","236","Europe","International","Passenger","57","British Airways","BA","British Airways","BA","35910000"
"200512","Wide Body","Boeing","747","400","Europe","International","Freighter","9","Cargolux Airlines ","CV","Cargolux Airlines ","CV","5994000"
"200512","Wide Body","Boeing","747","400","Asia","International","Freighter","16","Cathay Pacific","CX","Cathay Pacific","CX","10656000"
"200512","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Cathay Pacific","CX","Cathay Pacific","CX","19530000"
"200512","Wide Body","Boeing","747","400","Asia","International","Passenger","31","China Airlines","CI","China Airlines","CI","19530000"
"200512","Wide Body","Boeing","747",,"Asia","International","Freighter","26","China Airlines","CI","China Airlines","CI","17316000"
"200512","Wide Body","McDonnell Douglas","MD-11",,"Asia","International","Freighter","14","China Cargo Airlines","CK","China Cargo Airlines","CK","6601000"
"200512","Narrow Body","Boeing","737","800","US","Domestic","Passenger","116","Delta Air Lines","DL","Delta Air Lines","DL","16704000"
"200512","Narrow Body","Boeing","757",,"US","Domestic","Passenger","251","Delta Air Lines","DL","Delta Air Lines","DL","49698000"
"200512","Wide Body","Boeing","767","200","US","Domestic","Passenger","6","Delta Air Lines","DL","Delta Air Lines","DL","1620000"
"200512","Wide Body","Boeing","767","300","US","Domestic","Passenger","32","Delta Air Lines","DL","Delta Air Lines","DL","9440000"
"200512","Wide Body","Boeing","767","300ER","US","Domestic","Passenger","7","Delta Air Lines","DL","Delta Air Lines","DL","2240000"
"200512","Wide Body","Boeing","767","400","US","Domestic","Passenger","111","Delta Air Lines","DL","Delta Air Lines","DL","38850000"
"200512","Wide Body","Boeing","747","400","Asia","International","Combi","51","EVA Airways","BR","EVA Airways","BR","32079000"
"200512","Narrow Body","Boeing","727","200","US","Domestic","Freighter","1","Federal Express","FX","Federal Express","FX","166000"
"200512","Wide Body","Airbus","A300",,"US","Domestic","Freighter","6","Federal Express","FX","Federal Express","FX","1851900"
"200512","Wide Body","McDonnell Douglas","DC-10","10","US","Domestic","Freighter","18","Federal Express","FX","Federal Express","FX","6750000"
"200512","Wide Body","McDonnell Douglas","DC-10","30","US","Domestic","Freighter","30","Federal Express","FX","Federal Express","FX","12852000"
"200512","Wide Body","McDonnell Douglas","MD-11",,"US","Domestic","Freighter","19","Federal Express","FX","Federal Express","FX","9148500"
"200512","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","145","Frontier Airlines","F9","Frontier Airlines","F9","19502500"
"200512","Wide Body","Boeing","767","300","US","Domestic","Passenger","31","Hawaiian Airlines","HA","Hawaiian Airlines","HA","9920000"
"200512","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","84","Horizon Air ","QX","Alaska Airlines","AS","5628000"
"200512","Wide Body","Boeing","747","200","Asia","International","Freighter","48","Japan Airlines","JL","Japan Airlines","JL","30240000"
"200512","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Japan Airlines","JL","Japan Airlines","JL","19530000"
"200512","Wide Body","Boeing","767","0","Europe","International","Passenger","7","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","2127300"
"200512","Wide Body","McDonnell Douglas","MD-11",,"Europe","International","Passenger","24","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","10560000"
"200512","Wide Body","Boeing","747","100","US","Domestic","Freighter","1","Kalitta Air","K4","Kalitta Air","K4","585000"
"200512","Wide Body","Boeing","747","200","US","Domestic","Freighter","19","Kalitta Air","K4","Kalitta Air","K4","11970000"
"200512","Narrow Body","Boeing","727","200","US","Domestic","Freighter","13","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","2060500"
"200512","Narrow Body","Boeing","737","300","US","Domestic","Freighter","21","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","2448600"
"200512","Wide Body","Boeing","747","400","Asia","International","Freighter","3","Korean Air Lines","KE","Korean Air Lines","KE","1959000"
"200512","Wide Body","Boeing","747",,"Asia","International","Freighter","23","Korean Air Lines","KE","Korean Air Lines","KE","14996000"
"200512","Wide Body","Boeing","777","200","Asia","International","Passenger","21","Korean Air Lines","KE","Korean Air Lines","KE","9660000"
"200512","Wide Body","Boeing","747","430","Europe","International","Passenger","30","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","18900000"
"200512","Wide Body","Airbus","A340","313","Europe","International","Passenger","20","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","8377600"
"200512","Regional Jet","Bombardier","CRJ","900","US","Domestic","Passenger","29","Mesa Airlines","YV","US Airways","US ","2131500"
"200512","Narrow Body","Airbus","A319",,"Mexico","International","Passenger","20","Mexicana Airlines","MX","Mexicana Airlines","MX","2690000"
"200512","Narrow Body","Airbus","A320",,"Mexico","International","Passenger","61","Mexicana Airlines","MX","Mexicana Airlines","MX","8674200"
"200512","Narrow Body","McDonnell Douglas","MD-80",,"US","Domestic","Passenger","30","Midwest Airlines","YX","Midwest Airlines","YX","3900000"
"200512","Wide Body","Boeing","747","200","Asia","International","Freighter","46","Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","28980000"
"200512","Narrow Body","Boeing","757","300","US","Domestic","Passenger","65","Northwest Airlines","NW","Northwest Airlines","NW","14560000"
"200512","Narrow Body","Boeing","757",,"US","Domestic","Passenger","181","Northwest Airlines","NW","Northwest Airlines","NW","35838000"
"200512","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","34","Northwest Airlines","NW","Northwest Airlines","NW","4569600"
"200512","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","45","Northwest Airlines","NW","Northwest Airlines","NW","6399000"
"200512","Wide Body","Airbus","A330","223","Asia","International","Passenger","31","Northwest Airlines","NW","Northwest Airlines","NW","12437200"
"200512","Wide Body","Boeing","747","400","Asia","International","Passenger","29","Philippine Airlines","PR","Philippine Airlines","PR","18270000"
"200512","Wide Body","Airbus","A340","300","Asia","International","Passenger","7","Philippine Airlines","PR","Philippine Airlines","PR","2932160"
"200512","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Singapore Airlines","SQ","Singapore Airlines","SQ","19530000"
"200512","Wide Body","Boeing","777","200ER","Asia","International","Passenger","31","Singapore Airlines","SQ","Singapore Airlines","SQ","14230550"
"200512","Regional Jet","Bombardier","CRJ","500","US","Domestic","Passenger","105","SkyWest Airlines","OO","Delta Air Lines","DL","4935000"
"200512","Regional Jet","Bombardier","CRJ","600","US","Domestic","Passenger","292","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","19564000"
"200512","Regional Jet","Bombardier","CRJ","600","Canada","International","Passenger","60","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","4020000"
"200512","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","890","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","41830000"
"200512","Turbo Prop","Embraer","ERJ","120","US","Domestic","Passenger","1840","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","47472000"
"200512","Narrow Body","Boeing","737","800","US","Domestic","Passenger","38","Sun Country Airlines","SY","Sun Country Airlines","SY","5556700"
"200512","Narrow Body","Airbus","A320",,"Central America","International","Passenger","60","TACA","TA","TACA","TA","8532000"
"200512","Wide Body","Boeing","747","200B","US","Domestic","Freighter","3","Tradewinds Airlines","WI","Tradewinds Airlines","WI","1890000"
"200512","Narrow Body","Boeing","737","300","US","Domestic","Passenger","146","US Airways","US ","US Airways","US ","16644000"
"200512","Narrow Body","Boeing","757",,"US","Domestic","Passenger","3","US Airways","US ","US Airways","US ","594000"
"200512","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","133","US Airways","US ","US Airways","US ","18314100"
"200512","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","89","US Airways","US ","US Airways","US ","12649500"
"200512","Narrow Body","Airbus","A321",,"US","Domestic","Passenger","185","US Airways","US ","US Airways","US ","31727500"
"200512","Narrow Body","Boeing","737","500","US","Domestic","Passenger","46","United Airlines","UA","United Airlines","UA","5060000"
"200512","Narrow Body","Boeing","737","700","US","Domestic","Passenger","45","United Airlines","UA","United Airlines","UA","5760000"
"200512","Narrow Body","Boeing","737","800","US","Domestic","Passenger","208","United Airlines","UA","United Airlines","UA","29952000"
"200512","Narrow Body","Boeing","737","900","US","Domestic","Passenger","5","United Airlines","UA","United Airlines","UA","736500"
"200512","Narrow Body","Boeing","737",,"US","Domestic","Passenger","29","United Airlines","UA","United Airlines","UA","3306000"
"200512","Narrow Body","Boeing","757","200","US","Domestic","Passenger","46","United Airlines","UA","United Airlines","UA","9108000"
"200512","Narrow Body","Boeing","757","300","US","Domestic","Passenger","13","United Airlines","UA","United Airlines","UA","2912000"
"200512","Wide Body","Boeing","767","300","US","Domestic","Passenger","1","United Airlines","UA","United Airlines","UA","350000"
"200512","Narrow Body","Boeing","737","300","US","Domestic","Passenger","443","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","50502000"
"200512","Narrow Body","Boeing","737","322","Canada","International","Passenger","124","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","14136000"
"200512","Narrow Body","Boeing","737","500","US","Domestic","Passenger","66","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","7260000"
"200512","Wide Body","Boeing","747","422","Asia","International","Passenger","155","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","97650000"
"200512","Wide Body","Boeing","747","422","Australia / Oceania","International","Passenger","37","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","23310000"
"200512","Wide Body","Boeing","747","422","Europe","International","Passenger","33","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","20790000"
"200512","Narrow Body","Boeing","757",,"US","Domestic","Passenger","1379","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","273042000"
"200512","Wide Body","Boeing","767","300","US","Domestic","Passenger","235","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","70500000"
"200512","Wide Body","Boeing","767","322","US","Domestic","Passenger","90","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","28800000"
"200512","Wide Body","Boeing","777","222","Asia","International","Passenger","63","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","28980000"
"200512","Wide Body","Boeing","777","222","Europe","International","Passenger","62","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","28520000"
"200512","Wide Body","Boeing","777","222B","US","Domestic","Passenger","33","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","15180000"
"200512","Wide Body","Boeing","777",,"US","Domestic","Passenger","116","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","51620000"
"200512","Narrow Body","Airbus","A319","131","US","Domestic","Passenger","653","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","89983400"
"200512","Narrow Body","Airbus","A320","232","US","Domestic","Passenger","760","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","108072000"
"200512","Narrow Body","Airbus","A320","232","Canada","International","Passenger","62","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","8816400"
"200512","Narrow Body","Airbus","A320","232","Mexico","International","Passenger","31","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","4408200"
"200512","Wide Body","Boeing","747","400","Europe","International","Passenger","30","Virgin Atlantic","VS","Virgin Atlantic","VS","18900000"
"200512","Narrow Body","Boeing","737","700","Canada","International","Passenger","12","WestJet Airlines","WS","WestJet Airlines","WS","1534680"
"200512","Narrow Body","Boeing","737","800","Canada","International","Passenger","1","WestJet Airlines","WS","WestJet Airlines","WS","146300"
"200601","Wide Body","Boeing","767",,"US","Domestic","Freighter","37","ABX Air","GB","ABX Air","GB","10064000"
"200601","Narrow Body","McDonnell Douglas","DC-9","41","US","Domestic","Freighter","10","ABX Air","GB","ABX Air","GB","1020000"
"200601","Narrow Body","Boeing","737","800","US","Domestic","Passenger","124","ATA Airlines","TZ","ATA Airlines","TZ","18141200"
"200601","Narrow Body","Boeing","757","200","US","Domestic","Passenger","8","ATA Airlines","TZ","ATA Airlines","TZ","1584000"
"200601","Narrow Body","Boeing","757","300","US","Domestic","Passenger","2","ATA Airlines","TZ","ATA Airlines","TZ","448000"
"200601","Wide Body","Lockheed","L1011","200","US","Domestic","Passenger","2","ATA Airlines","TZ","ATA Airlines","TZ","736000"
"200601","Narrow Body","Airbus","A319","114","Canada","International","Passenger","110","Air Canada","AC","Air Canada","AC","14795000"
"200601","Narrow Body","Airbus","A320","211","Canada","International","Passenger","70","Air Canada","AC","Air Canada","AC","9954000"
"200601","Narrow Body","Airbus","A320","214","Canada","International","Passenger","11","Air Canada","AC","Air Canada","AC","1564200"
"200601","Narrow Body","Airbus","A321","211","Canada","International","Passenger","3","Air Canada","AC","Air Canada","AC","499500"
"200601","Regional Jet","Bombardier","CRJ","200","Canada","International","Passenger","1","Air Canada Jazz","QK","Air Canada","AC","47000"
"200601","Regional Jet","Bombardier","CRJ","700","Canada","International","Passenger","7","Air Canada Jazz","QK","Air Canada","AC","514500"
"200601","Wide Body","Boeing","747","400","Asia","International","Passenger","14","Air China","CA","Air China","CA","8820000"
"200601","Wide Body","Airbus","A340","300","Europe","International","Passenger","31","Air France","AF","Air France","AF","12985900"
"200601","Wide Body","Boeing","747","400","Australia / Oceania","International","Passenger","1","Air New Zealand","NZ","Air New Zealand","NZ","630000"
"200601","Wide Body","Boeing","777","200","Australia / Oceania","International","Passenger","25","Air New Zealand","NZ","Air New Zealand","NZ","11750000"
"200601","Narrow Body","Boeing","737","700","US","Domestic","Passenger","34","AirTran Airways","FL","AirTran Airways","FL","4352000"
"200601","Narrow Body","Boeing","737","400","US","Domestic","Passenger","93","Alaska Airlines","AS","Alaska Airlines","AS","11253000"
"200601","Narrow Body","Boeing","737","400","Canada","International","Passenger","30","Alaska Airlines","AS","Alaska Airlines","AS","3630000"
"200601","Narrow Body","Boeing","737","400","Mexico","International","Passenger","84","Alaska Airlines","AS","Alaska Airlines","AS","10164000"
"200601","Narrow Body","Boeing","737","700","US","Domestic","Passenger","114","Alaska Airlines","AS","Alaska Airlines","AS","14728800"
"200601","Narrow Body","Boeing","737","700","Canada","International","Passenger","20","Alaska Airlines","AS","Alaska Airlines","AS","2584000"
"200601","Narrow Body","Boeing","737","700","Mexico","International","Passenger","9","Alaska Airlines","AS","Alaska Airlines","AS","1162800"
"200601","Narrow Body","Boeing","737","900","US","Domestic","Passenger","29","Alaska Airlines","AS","Alaska Airlines","AS","4242700"
"200601","Narrow Body","Boeing","737","900","Mexico","International","Passenger","29","Alaska Airlines","AS","Alaska Airlines","AS","4242700"
"200601","Narrow Body","McDonnell Douglas","MD-80","93","Mexico","International","Passenger","2","Alaska Airlines","AS","Alaska Airlines","AS","260000"
"200601","Narrow Body","McDonnell Douglas","MD-80",,"US","Domestic","Passenger","157","Alaska Airlines","AS","Alaska Airlines","AS","20410000"
"200601","Narrow Body","McDonnell Douglas","MD-80",,"Canada","International","Passenger","34","Alaska Airlines","AS","Alaska Airlines","AS","4420000"
"200601","Wide Body","Boeing","747","400","Asia","International","Passenger","10","All Nippon Airways","NH","All Nippon Airways","NH","5840000"
"200601","Wide Body","Boeing","777","200ER","Asia","International","Passenger","21","All Nippon Airways","NH","All Nippon Airways","NH","9660000"
"200601","Narrow Body","Boeing","757",,"US","Domestic","Passenger","163","American Airlines","AA","American Airlines","AA","32274000"
"200601","Wide Body","Boeing","767","200","US","Domestic","Passenger","91","American Airlines","AA","American Airlines","AA","24570000"
"200601","Wide Body","Boeing","767","300","US","Domestic","Passenger","148","American Airlines","AA","American Airlines","AA","45880000"
"200601","Narrow Body","McDonnell Douglas","MD-80","83","US","Domestic","Passenger","226","American Airlines","AA","American Airlines","AA","29380000"
"200601","Narrow Body","McDonnell Douglas","MD-80","SP","US","Domestic","Passenger","365","American Airlines","AA","American Airlines","AA","47450000"
"200601","Regional Jet","Embraer","ERJ","140","US","Domestic","Passenger","150","American Eagle Airlines","MQ","American Airlines","AA","6195000"
"200601","Wide Body","Boeing","747","400","Asia","International","Freighter","10","Asiana Airlines","OZ","Asiana Airlines","OZ","6660000"
"200601","Wide Body","Boeing","777","200ER","Asia","International","Passenger","18","Asiana Airlines","OZ","Asiana Airlines","OZ","8280000"
"200601","Wide Body","Airbus","A300",,"US","Domestic","Freighter","38","Astar Air Cargo","ER","Astar Air Cargo","ER","11225960"
"200601","Wide Body","McDonnell Douglas","DC-8","73","US","Domestic","Freighter","3","Astar Air Cargo","ER","Astar Air Cargo","ER","825000"
"200601","Wide Body","Boeing","747","400","Europe","International","Passenger","62","British Airways","BA","British Airways","BA","39060000"
"200601","Wide Body","Boeing","747","400","Europe","International","Freighter","7","Cargolux Airlines ","CV","Cargolux Airlines ","CV","4662000"
"200601","Wide Body","Boeing","747","400","Asia","International","Freighter","15","Cathay Pacific","CX","Cathay Pacific","CX","9990000"
"200601","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Cathay Pacific","CX","Cathay Pacific","CX","19530000"
"200601","Wide Body","Boeing","747","200","Asia","International","Passenger","24","China Airlines","CI","China Airlines","CI","15984000"
